Fecha Semana,Cantidad Total,Cliente,Nombre,Producto
2017-06-01,5900,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-06-09,6300,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-06-16,13500,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-06-24,5600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-07-01,6800,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-07-09,8200,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-07-16,6400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-07-24,7800,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-08-01,5500,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-08-09,6100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-08-16,6700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-08-24,5997,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-09-01,10600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-09-09,12099,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-09-16,3800,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-09-24,7200,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-10-01,6600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-10-09,5700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-10-16,5900,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-10-24,5200,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-11-01,6295,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-11-09,6100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-11-16,8100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-11-24,5292,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-12-01,14900,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-12-09,6700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-12-16,8800,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2017-12-24,0,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-01-01,2200,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-01-09,4800,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-01-16,6400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-01-24,6200,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-02-01,5400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-02-09,3900,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-02-16,10700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-02-24,0,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-03-01,6700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-03-09,5400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-03-16,10600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-03-24,0,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-04-01,8800,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-04-09,6120,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-04-16,7000,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-04-24,5580,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-05-01,2900,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-05-09,5000,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-05-16,5900,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-05-24,3800,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-06-01,10700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-06-09,7600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-06-16,4600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-06-24,2500,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-07-01,4500,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-07-09,2000,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-07-16,6200,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-07-24,5800,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-08-01,6400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-08-09,6400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-08-16,5200,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-08-24,8698,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-09-01,5600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-09-09,6000,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-09-16,5100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-09-24,6400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-10-01,7800,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-10-09,5500,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-10-16,6800,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-10-24,6500,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-11-01,5000,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-11-09,3400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-11-16,13089,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-11-24,8100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-12-01,7700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-12-09,6790,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-12-16,8700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2018-12-24,0,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-01-01,6200,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-01-09,8400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-01-16,7100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-01-24,6590,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-02-01,13100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-02-09,8700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-02-16,8900,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-02-24,0,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-03-01,16300,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-03-09,8595,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-03-16,4900,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-03-24,4100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-04-01,5200,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-04-09,4100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-04-16,4000,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-04-24,2100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-05-01,3600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-05-09,4600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-05-16,2000,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-05-24,6400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-06-01,4900,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-06-09,2900,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-06-16,1900,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-06-24,1700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-07-01,4800,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-07-09,2300,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-07-16,4700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-07-24,3900,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-08-01,3800,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-08-09,3700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-08-16,6900,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-08-24,3392,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-09-01,4700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-09-09,5600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-09-16,3400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-09-24,5200,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-10-01,5100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-10-09,3800,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-10-16,3600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-10-24,3300,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-11-01,8200,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-11-09,6700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-11-16,1500,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-11-24,6500,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-12-01,4400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-12-09,4400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-12-16,8600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2019-12-24,0,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-01-01,2100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-01-09,3800,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-01-16,4500,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-01-24,8795,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-02-01,3700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-02-09,4200,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-02-16,1700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-02-24,6100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-03-01,2700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-03-09,4600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-03-16,2400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-03-24,4400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-04-01,3300,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-04-09,4400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-04-16,2800,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-04-24,2000,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-05-01,5400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-05-09,6100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-05-16,3900,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-05-24,400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-06-01,6600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-06-09,2700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-06-16,4600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-06-24,5600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-07-01,2200,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-07-09,4800,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-07-16,3700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-07-24,11300,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-08-01,6800,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-08-09,3700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-08-16,5400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-08-24,4100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-09-01,2800,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-09-09,5000,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-09-16,5000,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-09-24,5600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-10-01,3300,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-10-09,3100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-10-16,3500,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-10-24,5000,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-11-01,2100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-11-09,1100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-11-16,5300,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-11-24,3100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-12-01,4600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-12-09,2400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-12-16,4400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2020-12-24,0,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-01-01,5200,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-01-09,1800,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-01-16,4500,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-01-24,2600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-02-01,1000,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-02-09,1700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-02-16,2100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-02-24,1400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-03-01,4500,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-03-09,5900,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-03-16,2100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-03-24,4400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-04-01,4900,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-04-09,4000,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-04-16,7600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-04-24,6900,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-05-01,3897,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-05-09,5700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-05-16,4500,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-05-24,4296,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-06-01,4398,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-06-09,2100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-06-16,4500,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-06-24,2400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-07-01,3300,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-07-09,2600,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-07-16,7400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-07-24,3100,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-08-01,0,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-08-09,700,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-08-16,0,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-08-24,0,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-09-01,500,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-09-09,0,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-09-16,0,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-09-24,483,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-10-01,0,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-10-09,3400,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-10-16,0,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
2021-10-24,0,ACROS,INDUSTRIAS ACROS WHIRLPOOL S. DE R.L. DE C.V.,EI-S4TA
